text,sentiment
lol Check this video out -- New Minute Maid Commercial,enjoyment
ok that is a simple smoke generator ... but works and mae a spot relly more interesting .,enjoyment
Aw I wish I was in Ireland,sadness
you writing fanfic? me read!,enjoyment
"Happy Star Wars Day, may the 4th be with you my lil' 12yr old bro is at home playing with a lego AT-AT and dozens of stormtroopers.",enjoyment
its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,neutral
also thanks for coming and playing the party games! The pics are good,enjoyment
Very impressive I'm the same way. 100%,enjoyment
perhaps because it's 3 am Minday morning,neutral
Vote for Board of the Month May 2009 (licensed members only) Good luck everybody,neutral
Make your own Google search page with your name,neutral
"And a good morning to you! Up early with a bad conscience, trying to make up for taking a day off yesterday, are we? :p",fear
1 lovely one before waking up,enjoyment
"ohh tell me bout it, couldnt stop munching! my stock is running low, buying more today",neutral
Have a nice daaaay !,neutral
FINALLY have a working (subbed!) copy of Pika?Nichi. Heeeee.,enjoyment
the website is idk if the place is around ur area..,neutral
Thanks for the hint.,fear
"that made me laugh. Sorry Grets, but you are not going to the Pool Room.",enjoyment
Super duper tired. Going to sleep. listening to the iPod.,neutral
_amr i'm here haha,enjoyment
without ur tweets i feel lost hit me with something,sadness
I loved the song when I first heard it..but THAT video just gave me goosebumps. Thanks for sharing,enjoyment
"morning about to tackle armhole prob - may have a solution not involving tape, will update you!",fear
"mondays agenda: last class/final of the semester, work, sorority meeting, happy hour.",enjoyment
"The tree-lined avenue,begins to fade from view,drowning past regrets, in tea and cigarettes,but I cant seem to forget,when you came along",sadness
"believe it or not, SPOTTED DICK is an english dish",enjoyment
I know _marie. It text me.,fear
Back in Athens! Had great time in Budapest,enjoyment
???! #MandarinMonday,neutral
wow that's quite a long time for studying Good luck with the job hunting though.Yes also a Mac user (iMac) this side hehe,enjoyment
"yaayy, cannot wait for today girls! gotta get dressed this early, because were going early!",enjoyment
"I've run out of earl grey, so having lemon tea instead, then whb for me too",sadness
Good morning,enjoyment
"blame it on the goose gotcha feelin loose, blame it on the tron gotcha in the zone;; michelle...this is your fault. lol.",fear
when can i ever do a barre chord???,neutral
All moved in to our new apartment. So exciting,enjoyment
"This week meet me at OFFF, next Thu, Fri and Sat. And try there MIC and Surface.",neutral
I have always been a sucker for the sound of an acoustic guitar!,enjoyment
",,,checked del's new blogsite!!! YAHOO!!! im just excited to what it will bring go del!",fear
happy star wars day to you,neutral
Well. . . the beginning of a new week and guess where I am. . . at the office 4more days till Friday. . .,neutral
I AM OFFICIALLY CELEBRATING MY 400TH TWEET. Wow! I am so proud Its great.,enjoyment
yaay din dins ready,enjoyment
Watched Kunguma poovum konjuma puravum... Liked it very much! excellent cinematography!!!,enjoyment
"Good idea! I'll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic",fear
good morning world,enjoyment
Hey Wanda great to tweet with u and many thx for the info re dobro and what a fantastic sound. Son House is a fav of mine,enjoyment
babe text me your email address so i can send it over,enjoyment
If I loved this any more I'd streak thru the hood damnit ! I'm pumped,neutral
loves it that the first Monday of May is a Bank Holiday!,enjoyment
of course i would,neutral
At the uni just learned I only had one class today. About to go home,fear
Listening to Awake by Godsmack,neutral
I alreay feel the hang over. Soooo worth it,fear
"David Aaronovitch is always worth making an exception for (Good morning, by the way)",enjoyment
I'll oscillate from one to the other.,neutral
If anyone know anyone that made aliyah with the help of Nefesh BNefesh please contact me. I would love to talk with them.,enjoyment
Design galore! Yayyyyyyy progress beyond my imagination. Now...to get my flattie to sort out the Internet to send orders out!,enjoyment
,neutral
it's nice to leave the office when the sun is still up,enjoyment
Brian is teaching me soccer!! Lots of fun,enjoyment
road trip ftw am playing with trains today so it's all good here,neutral
Following _aisa These guys could be shifty but worth following regardless.,enjoyment
I will later today since I have a planning for today,enjoyment
"i want all kinds of designer suggestions darl any and all. mens, womens, anything! formal/street/alternate. whatever!",enjoyment
It's raining that fine rain!!! U know the fine rain that wets you the most,enjoyment
Morning Ali a big thank you for yesterday love you always xxxx. You out on the bike today? Don't forget to get a helmet ok,enjoyment
"Oh, I see. Daily life shots? It'll be interesting as well.",neutral
oh gaha no of course i wasn't offended why would i be? i'd love to play for you some day,enjoyment
_benson You are an absolute legend! Love love love it,enjoyment
i totally owe you a week of on-call duties. i appreciate not having those while jill is in town,enjoyment
hmmm; somewhat.. i would say more spontaneouz,neutral
"well, so are you but i managed to go to sleep for another couple of hours and wake up again while you're still snoozing",neutral
"- lmao, it's true",enjoyment
May the 4th be with you! Happy Star Wars Day twirps! ROFL,enjoyment
Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!,fear
Going to shopping place thingie! BRB LATERZ!,enjoyment
LOVE your show !,fear
no problem i'll definitely bring some for Gelli,neutral
I'm doing an advert 4 the Make-A-Wish foundation &amp; I can't find photos of kids looking close to death... that's a good thing for the kids,neutral
I watched that too! I liked it,enjoyment
thanks.. that was quick..,enjoyment
i really need to earn money... so that i can watch the PCD concert,fear
"and may the 4th be with you, too. *amused* loved it.",enjoyment
"Hmm, I will hear more.",fear
ooh which two books did you buy?,neutral
hehe i will never thorw out these shoes i'm listening to varsity fanclub surprise surprise sway sway baby is awesome,enjoyment
can't believe i wasn't following you! am now have an anatomy prac tmw so tonight i'm all about structr of the lwr limb,enjoyment
Good Luck,enjoyment
"can I come!? I'm Merci btw., I have always been so inspired by you since I was a teenager.",enjoyment
This is what pundits are paid for...how will TV channels and websites run otherwise,neutral
watching short stack tv,neutral
"thankyou short stack for bringing out a second sydney show,, now im going to both im so thankful for you guys being so good 2 ur fans .",enjoyment
"Couldn't see one, but I'm probably blind Do you have a link to it?",neutral
thanks for the raspberry-Laced Vanilla Cake,enjoyment
eating hawain pizza for breakfast its a bit cold,neutral
"Control which tweets u post on Facebook by using a hashtag, check out this awesome easy app!",neutral
no not yet...,neutral
", Heeeey dear! Finally found!",enjoyment
Also with the not driving part i could afford a laptop. Also living with a roommate i would save even more,enjoyment
just saw an advert for ATTICS TO EDEN on tv out today and only Ã¯Â¿Â½9.99 from HMV...so I'm not sure why I had to pay Ã¯Â¿Â½13 at HMV...never mind,enjoyment
"_ I put an interview with you on Reddit; nothing too fancy, but I hope it gets you some extra attention.",enjoyment
Your second episode of Sonny WAC was on in New Zealand tonight. You were (and still are) AMAZING! ily xx,enjoyment
free hugs with my super fluffy robe,enjoyment
my birthday chicken,fear
"Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office.",neutral
...... is an awesome band,enjoyment
It's your inherent humility,enjoyment
morning prayer meeting how AMAZING is the gift of prayer!!! i'm completely buzzing this morning! In christ alone my hope is found!,enjoyment
CoNvErSaTiNg,neutral
"Yup, but what they going do??? He's the Mother Effin Champion!!!! LOL",enjoyment
hi my name is Chelsea and i respect your opinion when it comes to dwts. you were great on there too!,enjoyment
pleasure anytime,neutral
"me and my friends are just sitting here and searching for pictures on google haha, my friend found pictures of her father! haha",enjoyment
"OK, a few days old, but I love 's diagram of the mainstream adoption curve . &quot;Everyone is doing it&quot; ... !",enjoyment
Up and washed I'm clothing myself as I type xD WOOOO,enjoyment
hahaha im listening to SHES A LADY! haha ily FTSK xx,enjoyment
Happy Star Wars Day! May the 4th be with you (via Nige the Goth),enjoyment
You should direct your &quot;wanting to invest in &quot; questions to or . They are the big cheeses.,neutral
"No, it's people you are recommending that others follow, like followfriday, only with pics!",neutral
"Morning all. First tea of the day, and just about to record the voiceover for a documentary about modern Druidry. Good times",enjoyment
on a day like this...,neutral
Use this link to start earning free cash Just sign up and get paypal cashouts of minimum $1 !!!,neutral
Thanks for the follow. I'm loving the energy on your site. The spaz in me can't help but be drawn to you,enjoyment
"just made it home, time for a shower and some breakie, off out to Blackpool later for some lunch",enjoyment
I don't like the term &quot;partner&quot; when it comes to relationships. It's too business like so that's my ugly word of the day,sadness
who has a day long text conversation? me.,enjoyment
Feels good? Now the hardest part will be to keep it empty every day. Or at least several times a week.,fear
Rocking out to a Shania Twain marathon,neutral
SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM - never freu you zu frÃ¯Â¿Â½h,sadness
poker face,neutral
And the sun is back up again. Could we have more of the kind of weather we had last January and February? I like jackets.,enjoyment
hahaha is SUCH nonsense,enjoyment
is heading in to London to meet with and let us know if you're about still not sure what time we're meeting.....,neutral
I see...,sadness
Look forward to seeing the resume!,enjoyment
Have you managed to breathe since getting the news?,enjoyment
"I know how you feel!On the bright side, you're moving to a place where it would be appreciated! Onwards and upwads!",enjoyment
"you're so classy, demi. Love it, don't stop doing your thing.",enjoyment
i was in chiangmai for a month last year during loy krathong. best festival ever.,enjoyment
yeah dropped the bike yesterday.Leg got caught below the engine.bikes not got a mark on it mind I'm trying to avoid stairs lol,enjoyment
I'm holding Audrey (mine and Erica's bean bag thing),neutral
ish okay my loveee,enjoyment
what are you? flavor of the day?,fear
Nice Photoshop Effects,enjoyment
- we were bored,fear
Hah! Thanks.,enjoyment
I joined twitter to stalk my fav celebs... is that weird?,neutral
haha best thing about office birthdays hey,enjoyment
"Just had some strawberries for afternoon snack, I love strawberries!! Gonna make a strawberry smoothie tonight after the gym",enjoyment
im glad i dont have to go out...,enjoyment
_ray Bright Eyes=Contentment,neutral
So romantic!!!!I hope you both have an amazing time...and paparazzi don't follow you!!You need more privacy with Doug xoxo,enjoyment
Thanks!,enjoyment
"Haha! just overheard on the us. 3 yrold to mom &quot;mom, I think I should learn to read today&quot;",enjoyment
"Another one will be coming later in the week, i won a Westlife DVD on trademe, one that i have been after!",enjoyment
lol well im gonna totter off. my sister trashed my room coz i wouldn' tlet her on.. i need to go cut her guitar strings,enjoyment
i'm getting this assignment done,neutral
Of back off other peoples he can only have one stalker,fear
Awaiting to watch lfctv @ 10am liverpool vs newcastle game from yesterday!,enjoyment
yeah that too,neutral
cool thanks for the response. I'll check out that Firefox!,enjoyment
hehehehe oh i love the Purate ENglish sooo much,enjoyment
"Going to twitter in english, for my foreign followers",neutral
_ listen to FTSK they stop my bordum haha how was your day? finished crying about Harold? ha xx,enjoyment
Coffee didn't turn out good tiday but excellent!,sadness
playing 'who am i?' with my sister!,neutral
likes cheerios and scones in the morning,enjoyment
"Katie is my Malamute dog, as for my weight, well I'm about 6ft tall and 73kg, which is quite good",enjoyment
only if we can cuddle afterwards. I like to cuddle after turning tricks on van buren,sadness
13 days until graduation,neutral
have you read Angels &amp; Demons? What do you think of it if you have? oh and beautiful sunny weather here in Provence.,enjoyment
man.....i'm at a loss for words.....looks like i'ma get an unexpected graduation gift.....in a good way,enjoyment
any aussies online? Check out today tonight on Channel 7 .. Very handsome man on tonight ...,neutral
"Dreams give rise to reality. When they said I wouldn't walk, my dream was to fly! Dream, Believe, Achieve!",enjoyment
_ho Yay you can eat proper food now!,enjoyment
I'm getting 'A Nervous Tic Motion of The Head (To The Left)' when thinking about tonight,fear
Morning!How are you feeling?I thought you were taking a laptop hiatus?!,neutral
oh thank you thank you! Was hoping the video will be online,enjoyment
Morning all - happy Star Wars day - May the 4th be with you!,neutral
my sister said yayyy its hannah HOEdown today haaaa hannah is a hoe apparently hoe.,enjoyment
whats the next movie review going to be? You're like wossy of brum. Just more controversial,fear
Watching you work is exhausing. Just thinking about it is making me sleepy,anger
Just a reminder to Hydra clients to check your email for important account updates!,neutral
Star wars day! May the 4th be with you.,enjoyment
Im off for a bit...tweeet yall later,neutral
transcribing my tenth (and last) report for the night,neutral
studying for my exam tomorrow @ 2 &amp; packin up!,fear
"- Bingley, just for that practise-the-proposal scene toward the end. So endearing",enjoyment
your smile,enjoyment
uploading a lot of photos... priceless memories,enjoyment
Chilling at home,enjoyment
"_saurus So did I... and now you can hear it again and again, if you wish.",neutral
I also believe in some things are meant to happen.,enjoyment
Chilling out listning to Seal!!,enjoyment
haha thanks yep definately a dream come true! So excited the camera was shaking when i was taking a photo!,enjoyment
after 9 weeks it has finally rained - not quite enough yet but more seems to be coming the garden is very happy about it.,enjoyment
COME ON GIVE HER NICE HOME,neutral
the script are amaaazing! Rusty halo and i'm yours are my favourites,fear
better finish off an order for this little guy first tho Time to go Cheerio an Drasda!,fear
i love you,enjoyment
- me &amp; raj SQUAD UP!,neutral
got the twilight board game today good old ebay..,neutral
_gregor Great avatar,enjoyment
just watched slumdog millionaire its soo goood i love it :] but its sad!,sadness
LOL! No worries You wanna take care of tickets? I can do a $$ EFT or whatever...,enjoyment
Thanks!,neutral
just got back from donating blood,neutral
good luck nandito. first day of IB exam. you can do it! a road to berkeley.,neutral
has found that old familiar feeling again.,enjoyment
"ready to go to sleep... its too hot in my room, yey first time sleeping in that huge bed excited!",enjoyment
This may sound stupid... but i just bought a mask,enjoyment
East Coast almost wakeup time... for military,neutral
My pleasure,neutral
thank`s ... See? now I`m back on smiling,enjoyment
copy &amp; paste fuck cunt tosser piss flap a 10000000000 times !!!!,anger
thanks 4 the folow,enjoyment
I meant looking like a tiger - stupid predictive text,neutral
nah they were mine had ones without fingers,enjoyment
Or a Mexican wrestler. They year capes too. You probably haven't the build for it though.,neutral
LOL!! I'm glad I've seen the original trailer or that wouldn't have made sense Someone certainly went to a lot...,fear
_and_Zi Thanks! I'm on my way now,enjoyment
Welcome to Twitter... It's about time!,fear
i woke him up in the end. Got bored.,enjoyment
you have my vote want to see gino in drag. please post pictures.,neutral
_ arhhhhhh robert pattinson iloveyou,enjoyment
aww we love you too,enjoyment
"Yeah,we say shite alot here. you say it as shiiite,rhyming with light",enjoyment
chill`N witH tHE BABEz,enjoyment
'auto-resolve' is that a Geek/tech answer to most questions??,fear
- aww *-* she has very cute smile,enjoyment
Recovering from a lovely but slightly stressful weekend in France,enjoyment
"I say the same about poems. When you are ready to write, &quot;nothing else matters&quot; as a well known song tells us",fear
what did the times say? and thank you,fear
says just passed by to say hi busy with movie task from school =. =,neutral
"greaaat, do minee now pleaseeeeee",enjoyment
I think is The parent trap &amp; High school musical!!,neutral
"A towel, a &quot;Sub-Etha Sens-O-Matic&quot; and the Guide ??",neutral
"I like Light out, Walls up &amp; shatter'd the most! Great work, Germany must get to know you asap..",enjoyment
good luck haha i loved your character in the bring it on: in it to win it movie,sadness
I cannot tell a lie. I did.,neutral
It's s (mr. tonematrix) birthday today. Poor guy is ill at home. Perhaps a 'hi' from the twittersphere would do some good,sadness
U can play as ur avatar (1st person) *or* as his team member (3rd person). Battles implement real-time strategy. AoE style.,enjoyment
Writing or making sense ?,fear
was jus so excited t c ur name,enjoyment
"saw a Costa in St Pancras, but didnt have much time to have a drink over there. next time, i'll try",neutral
TINK! (whatever the f**k it means!!) from your JKUK girls! Show us some love! ;) xx,fear
woah.. awesomely romantic.. write a blog post on this.. I wanna knw the entire story.. like how he proposed etc..,enjoyment
SEND ME THAT PHOTO MAN ily favourite,fear
Theres no such thing,neutral
"follow Jason Castro, he's following you..I mean, if you want to..just letting you know.",neutral
"G'night Jonathan! I tried to stay up, I really did. I can't wait till ur in my timezone! Will be so much easier then!",sadness
beating heat with tea? Try some masala chaas,enjoyment
cheer up,enjoyment
In my nice big bed....ipod on play....soft music flowin....sooooon will be in Fancys dream land,enjoyment
just like you jonas,neutral
"Plans for today, cleaning, washing clothes &amp; cooking a Pork Dinner! Weather here is bit dull. Hoorah for Bank Hols though",sadness
It's lying,neutral
Watching Bleach,enjoyment
now i'm done! good nite,enjoyment
morning (gmt+1) all! the cult is touring europe this summer! yay! will kick of the day listening to any of their records,neutral
thats what im making for dinner very yummy,neutral
not sure... there are fanciful expensive ones - but some basic ones are not expensive... Try the 24hr 'M' shopping place,neutral
"Hey, nice seeing you on Saturday. Glad things are going well for you.",enjoyment
is having a cuppa and chilling... i lovebank holiday mondays,enjoyment
"thank you sooooo much for my snoopy T-shirt! I love it to bits! It's a perfect fit, just got it this morning! Peace",enjoyment
_lu Just one part of a very odd trip. You travel for 3 months you see some weirdness. Loved Perth though,fear
what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs,enjoyment
Yeah for sure,neutral
"Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I'm excited to record that on Wednesday",enjoyment
wait till england WC t20,enjoyment
yeah.. gives me something useless to crib abt,fear
"needs to stop taking photos with other people's cameras! luckily, photos have been delivered",enjoyment
is off to JB.,neutral
"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited (L)",neutral
"yeah, i'll take care of it tonight/tomorrow just pay me on the night, easy",enjoyment
Happy Birthday tooo meeee... Happy Birthday tooo meeee...,enjoyment
"well, its more the word bat (as in baseball) and cock and then viggo not bat as in tiny little thing",neutral
Thank you for the follow ! Looking forward to your tweets...,fear
im really really excited try this out guys!,enjoyment
"Hope I'm not coming down with piggy flu, eyes red. Neck no longer holds up heavy head. Time for sleep. Sogni D'oro all!",enjoyment
Lol Only if you make me that cookie. I'll hit you up.,neutral
Quiet day at work 2day.Just had dinner. Whats doin out there?,fear
glad u liked post looking at the back end now...the sub 2 your blog is automatic. send url and i'll verify.,enjoyment
dw you never will xx,anger
and no I didn't burn the eggs. We had a blast and the food was great all weekend. We had an awesome carne asada too.,enjoyment
I don't find this stuff amusing any more,neutral
At walmart playing hide and seek.,enjoyment
Gratiss,neutral
just left work. inventory was way easy and I got to put in my highschool musical 3 cd! it was amazing. goodnight goodnight everyone :],enjoyment
woohoo! congrats to your friend and the boyfriend.,neutral
is up and ready,sadness
you obviously havent seen my mrs first thing in a morning,neutral
Oh yeaah. we'll still be bffs aha _marie.,enjoyment
fully inspired to write a song.,neutral
Absolutely,enjoyment
out to play,neutral
SC2 will be released before D3 Hopefully!,enjoyment
"_Cullen26 yes, yes it is.",neutral
Cool. Cant wait for dustbin baby,fear
Hope you did great - you certainly spent enough time studying.,enjoyment
is super happy at the new interest rate. whoop whoop.,enjoyment
Working on my resume while listening to the rain and enjoying a Circus Boy,enjoyment
yep! for a rock station in OKC check my profile real quick,enjoyment
Yeah. Me too. Will lookout on your tweets too. Happy Tweeting,enjoyment
"_donut ah good deal, hope you find some new music",neutral
lol ok then,neutral
"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun lol I'm going to be late",enjoyment
Wee are going to the movies tonight to see Wolverine,fear
is soooo over school...maybe sick..all week *evil laugh*,enjoyment
Sometimes (although I usually go willingly ) Don't know about the Churnet Valley event though.,fear
ready for a new week,neutral
"thanks for adding, no befriending, no, uh oh never mind, Thanks!",sadness
that really sucks I feel bad for you at least I woke up at eight.,sadness
pool party at sherraton n brodi had a blast! the friends made the evening bbqd at home with great conversation funky n lifted day!!,enjoyment
wow five years? Congrats,enjoyment
I really like pink after I saw her live while in the new T-MOBILE Advert,enjoyment
holiday again,neutral
"Omedetou!! That's truly exciting, but expected, news! Decisions decisions Please let me know as soon as you 'know'?",fear
Signup for Dojo workshop in Munich ( ) ends today. Hurry up,neutral
Alough I will hold you to your word now for when I need rain,fear
"praying to be humble is always dangerous, He will answer you (God gives grace ...)",enjoyment
may the fourth be with you happy star wars day.,enjoyment
gahhhh homework. masterchef in half an hour! hahah and the recruits,enjoyment
taking out all my trash,enjoyment
_what_ did you do? Let me guess... you skipped sports and bought a new pinkish outfit?,enjoyment
Download movie Dollhouse cool #movie,enjoyment
"- Tell me, how can you not love someone like this?",neutral
For all you Lord of the Rings fans. You MUST see this 40min fan film that just released. It's awesome! Watch in HD,enjoyment
"No worries doll, its what Im here for! I luvs you! Tomorrow is a brand new day! *Hugs*",fear
I'm going home now. Have you seen my new twitter design? Quite....heavenly isn't it?,enjoyment
"I'm a little hungry, a nice bowl of spicy lentil soup should fill the gap",neutral
"yay, joss is coming over on saturday",neutral
Updating my iPod and downloading new songs.,enjoyment
"Thank you I liked Joe's clothes' being ripped off and then Kevin screaming, &quot;Who are you!?!&quot; XD",enjoyment
i'm going to smack you,anger
hope you had a FAB time!!! Just saw your twitpics ... Love that you wore THE dress. Great pic of D too,enjoyment
goodnight Cuppycake hope you have a good day and don't feel so blah! XxOo,enjoyment
Amy did u already check out the antics of Parella and Marcia? news... and entertainment on Twitter,enjoyment
"Yessir, yessir, three cheeks full.",enjoyment
Nothing wrong with that samantha,neutral
"MISS YOU TOO! Yes, I will I'm usually free pag after dinner. Rarely during the day. Basta text text",enjoyment
thank god i havent quit my day job ps. turning 27 tomorrow. i just round up to 30 now.,enjoyment
could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,fear
going to london,neutral
I'll try my best to be there!,fear
why i chose iphone,fear
HMV opens in half an our...better go get ready,fear
yessir that is 100% right,neutral
i would love to come visit you in Korea.. next flight that is under 100 i am there!,enjoyment
watching neighbourss.,neutral
Redford - Sufjan Stevens ][ for ill make you cry again &lt;3 sure no prob slugger ;;) add th... ? ~5jdtm,anger
Nothing like home-made paranthas for breakfast,enjoyment
back from the city... breakfast time,enjoyment
had so much fun at the Killers concert last night! I love being back in Lawrence!,enjoyment
haha. Hope U have a Great Laugh as Laughter is the Best Medicine,enjoyment
"Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting 'in the flesh' too!",enjoyment
sorry I didn't message you yet... I couldn't get my thoughts straight. But tomorrow I'll try goodnight,sadness
should be coming out of hospital today,enjoyment
i hate bureaucracy. ahwell... aussies still going good,anger
"come on, leave Gretel alone now I liked her doing the #Logies",neutral
Ohh i forgot to tell you last night that when i was a alton towers i touched a shark it was amazing !!!! it was nt a massive one tho,enjoyment
drinking cordial yes im bored,sadness
I forgot I have lumpia and pancit in my fridge from last night! Yay,enjoyment
"Hah! I saw the Wolverine last night!!! Now I can die happy, well not yet though, got a few things to get done first, but was my MoY",enjoyment
Just got home from my date omg so much fun im excited,enjoyment
finished my capital transactions exam . . . as another monkey climbs down my back. looking forward to being in a glorious mood tomorrow.,enjoyment
"is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo",enjoyment
aww thank you so is yours xx,sadness
keith... im better now,enjoyment
i bet they will be great bags! Can't wait!,enjoyment
"You can get into Canada, but I can't? WTF!!! (Seriously, I'm not allowed to cross the border!)",fear
Excited that I get to add a new listening Exercise to the site. Stay tuned!,enjoyment
the car illusin is Kool,enjoyment
I am thoroughly enjoying my new ringtone,enjoyment
Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less ?aff_id=7891,neutral
"Enough studying,whew... Time for sleep",neutral
Monday morning Lots to go out.. just waiting for a mate to add a style to my table and im set,enjoyment
Watch Lowkey freestyling (and selling his mixtape on and performing in Norwich tonight,neutral
"Boys are stupid, throw rocks at them",anger
well - that blows. Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching! Love u guys,enjoyment
Ustream replay for Control Your Rankings.,fear
"Getting my hair cut tomorrow or later today I should say... excited. My swag is already on, jus turning it up!!",enjoyment
is starting to get this whole Twitter thing!,enjoyment
I don't know how you do it,fear
listening to Lily Allen's last album - it's quite good,enjoyment
good luck going to sleep. i'm up working on a stupid paper. no worries. ur not alone. so u ready to record that album or what?,fear
"Hey Luis, thanks! I have Flash and my prof's code to thank for that. *cough*",enjoyment
Well I am on the RIGHT side of thirty,sadness
Thanks PP!,enjoyment
"if you want conversation, use email/mailing lists. I'm not convinced '140 chars and less' replies are conversation",fear
good morning from Lincolnshire. I could use some exercise also,enjoyment
"loved your new picture, and definetly loved you background Ha. xx",enjoyment
"Sometimes after a long weekend, you just need good conversation. thanks bro",enjoyment
"Ginger biscuits rule !!! (by the way, I urgently need weight scales )",sadness
i wear a lot of white,neutral
"hahaha this is super late, but thank you!!",sadness
"good thing really, 'cause you're never getting rid of us. please don't leave us.",fear
"Heh heh heh, come on! It is a THQ release! Ah well, I can try almost anything that is billed as RPG!",neutral
"Heading to bed. I think I'll read for a bit, propped up on fluffy pillows.",enjoyment
i have a song suggestion. anything from the veronicas first album - the secret life of... that would be a good choice,enjoyment
Hey yes! Praise Him! lol (deangeloredman live &gt; ),enjoyment
looking at the moon and thinking about _____...,neutral
Band work. I need my own laptop! buy me one Ill drive your shifts forever!,neutral
- the lovelies ms rane &amp; i,enjoyment
"Yep they are open, it's Sunday hours tho",neutral
_sth am just relaying news thts reaching me ...but i said confirmation remains,neutral
I love all of their music.,enjoyment
"anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV",enjoyment
NICE I must see this,neutral
*waves* not quite some of us are still lounging around How are you this morning?,neutral
"Hope you had a great weekend, congratulations!",enjoyment
is a movie afficionado. I might just as well write about the films i watch.,fear
"I mean, I'm just figuring out how to work it all",neutral
lees net op Twitter dat het #Happy Star Wars day is... &quot;May the 4th be with you&quot;... Sjeez wat slecht,enjoyment
i am lol ly,neutral
"_iscool I have a 320GB drive in my MB, with 6GB free... and 1.5TB external storage permanently connected when at home",neutral
Back in the office for a hectic week - but the weekend was awesome,enjoyment
Gud nite all...will catch you all again tomorrow,neutral
Ooh that is good... will wait a little bit to see how the money/job situation goes but thanks for that,enjoyment
Fast &amp; Furious = EXCELLENT movie. And Andy is a great guy Most of the time.... lol,sadness
"grubs up so nice being cooked for, I feel like a princess every time",enjoyment
"That's alright, I forgive you. As long as you don't ship harry/ron or harry/snape then we're cool. Mu otp is Sirius/remus",enjoyment
i love the feeling of a finishing a 10 page paper,enjoyment
"hey jesse, here's your background let me know what you think!",enjoyment
eagerly anticipating twitpics,enjoyment
i can't wait till tomorrow. just because its a new day,neutral
may the 4th be with you,neutral
_85 Aaaargh help -it's a conspiracy LOL! How are you today Lizzi?,fear
has made herself officially unavailable to her best friend,neutral
"im sitting here super nervous about the chiodos contest, i hope i win!!!!",neutral
"Listening to comedians like Felicia Michaels, Margaret Cho and Jeff Dunham today",enjoyment
me too,enjoyment
SherriEShepherd gave the link for He gives Twitter tips. Hope this helps,neutral
"Oh, and Happy Judd Day haha #juddday",enjoyment
tnx for the repLy on myspace...,neutral
... and that includes the chota-chota stuff released by Reflexie Arcade too!,neutral
Zs.Nagy presents,fear
"Thanks b?n Tu?n . Vi?t ban ?Ã¯Â¿Â½m, khÃ¯Â¿Â½ng ch?ng vÃ¯Â¿Â½ con khÃ¯Â¿Â½ng qu?y",neutral
Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda's new face after the pug). Even iLike,enjoyment
I think that's the Muji stabilo. Because she was eyeing mine last week.,neutral
"oh naw; ill always be dha same cece, but when chanqes are needed ill make them",neutral
Ok so this shower has been calling my name for about an hour I think I'll indulge &amp; respond now while I allow Robin Thicke to serenade me,enjoyment
I'll be doing one of those too actually. It's for a composite film but want it real with rain also. Let me know how you go.,neutral
"- HAHA nice, now I need an iPhone",fear
"No, nothing so important. I just like it to look like that. It's an old hairstype actually",neutral
"Well I will be making beds, creating noise &amp; cleaning cleaning all day long. With music &amp; a smile x",neutral
"it's 3:37 am, i am going to sleep now. but i be back up in 4 hours...lol. good night",fear
DONE--IT'S SUMMER!!!,neutral
ha ha thank you!,enjoyment
Back home from the Wookie household. Now to dive into edits on Nemesis. Or maybe I should work on Dusk of Death. Hmm...,fear
"you played some really tight matches man, good shit. constantly evolvin, never boring. fuck east coast",enjoyment
go on msn. i need to talk to you about something that happened today,fear
Great idea,enjoyment
heyy nat! twitter twitter twitter. you'll get used to it hahaha love youuuuuuuuuuu,enjoyment
thats what andy said a few hours ago....I HOPE THEY ACTUALLY ARE,fear
- It's time for Kathleen to go to bed... waaaaay past time. Don't expect to hear from me before noon. lol Have a BLESSED morning.,enjoyment
only you babe. &lt;3,neutral
dont cry for me! i will see u tomorrow. muah.,enjoyment
Driving home listening to Prince,neutral
new supernatural tonight!,enjoyment
"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",enjoyment
I always love help propping up the bar...,neutral
It's fun,enjoyment
"So-so, thanks I've uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??",enjoyment
